v2Code,Matrix,Analyte,Analyte Code,Extraction Name,Extraction Name Code,Extraction reagents/formulation,Extraction Ratio (Soil:Extractant),Extraction Basis,Extraction Time,Analyte Measurement,Analyte Measurement Code,Observation Category,Reporting Unit,Reporting Unit Code,Acceptance,Status,Organization,Citation
L_MODV2_SOIL_GTRI_001,SOIL,grass tetany risk index,GTRI,Alcohol Prewash/Ammonium Acetate,ALCOHOL_PREWASH_AMMONIUM_ACETATE,,,,,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_GTRI_002,SOIL,grass tetany risk index,GTRI,Ammonium Acetate,AMMONIUM_ACETATE,,,,,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_GTRI_003,SOIL,grass tetany risk index,GTRI,Ammonium Chloride/Barium Chloride,AMMONIUM_CHLORIDE_BARIUM_CHLORIDE,NH4Cl/BaCl2,,,,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_GRAVEL_001,SOIL,gravel,GRAVEL,Sieve,SIEVE,,,,,Calculation,CALCULATION,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_GYPREC_001,SOIL,gypsum recommendation,GYPREC,,,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_HEAL_001,SOIL,H+EALP,HEAL,SMP,SMP,,,,,Calculation,CALCULATION,CALCULATION,none,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_HM_001,SOIL,humic matter,HM,FSPA 15(12)84,FSPA_15_12_84,,,,,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_HM_002,SOIL,humic matter,HM,Humic Matter,HUMIC_MATTER,0.2 N NaOH,1:40,v/v,16 hrs,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,%,prcnt,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 5.5, pp 162-166."
L_MODV2_SOIL_HAL_001,SOIL,hydrogen+aluminum,HAL,SMP,SMP,,,,,Ion Selective Electrode,ION_SELECTIVE_ELECTRODE,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_OH_001,SOIL,hydroxide,OH,SM 2320 B (18th Ed.),SM_2320_B_18TH_ED,,,,,Titrimetric,TITRIMETRIC,MEASURED,mg/L,mg1L-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_FE_001,SOIL,iron,FE,Ammonium Oxalate,AMMONIUM_OXALATE,"Ammonium Oxalate (0.275 M acid ammonium oxalate, 0.1 N sodium hydroxide, 0.03 N ammonium fluoride)",1:05,m/v,4 hrs,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,
L_MODV2_SOIL_FE_002,SOIL,iron,FE,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_FE_003,SOIL,iron,FE,DTPA,DTPA,"DTPA (0.005 M DTPA, 0.01 M CaCl2 and 0.10 M Triethanolamine adjusted to pH 7.3)",1:02,m/v,120 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.10"
L_MODV2_SOIL_FE_004,SOIL,iron,FE,DTPA-Sorbitol,DTPA-SORBITOL,"DTPA-Sorbitol (0.005 M DTPA, 0.01 M CaCl2  and 0.10 M Triethanolamine and 0.20M of Sorbitol, adjusted to pH 7.3 and .)",1:02,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.12"
L_MODV2_SOIL_FE_005,SOIL,iron,FE,EDTA,EDTA,EDTA (0.04 M EDTA),01:02.5,m/v,120 min,AAS,AAS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,NZJAR,"R. G. McLaren , R. S. Swift & B. F. Quin (1984) EDTA-extractable copper, zinc, and manganese in soils of the Canterbury Plains, New Zealand Journal of Agricultural Research"
L_MODV2_SOIL_FE_006,SOIL,iron,FE,EPA 3050 Digestion Acid Recoverable,EPA_3050_DIGESTION_ACID_RECOVERABLE,,,,,ICP,ICP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_FE_007,SOIL,iron,FE,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_FE_008,SOIL,iron,FE,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_FE_009,SOIL,iron,FE,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_FE_010,SOIL,iron,FE,H3A-1,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523."
L_MODV2_SOIL_FE_011,SOIL,iron,FE,Hydrochloric Acid,HYDROCHLORIC_ACID,0.1 M HCl,1:04,m/v,30 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"NCERA-13, NEC-1812","North Central Regional Research Publication No. 221 (Revised 2015), Chapter 9, pp 9.2-9.3"
L_MODV2_SOIL_FE_012,SOIL,iron,FE,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,in situ capsule,"4 days, 1 hour acid leaching",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_FE_013,SOIL,iron,FE,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_FE_014,SOIL,iron,FE,Mehlich 2,MEHLICH_2,Mehlich 2 (0.2N CH3COOH + 0.015N NH4F + 0.2N NH4Cl + 0.012N HCl),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92."
L_MODV2_SOIL_FE_015,SOIL,iron,FE,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_FE_016,SOIL,iron,FE,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_FE_017,SOIL,iron,FE,Nitric Acid,NITRIC_ACID,,,,,ICP,ICP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_FE_018,SOIL,iron,FE,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_FE_019,SOIL,iron,FE,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_FE_020,SOIL,iron,FE,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_FE_021,SOIL,iron,FE,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_FE_022,SOIL,iron,FE,Modified Morgan,MODIFIED_MORGAN,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:05,m/v,15 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Cornell,https://bpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/7/9922/files/2022/04/CSH13-Modified-Morgan-Extraction-and-pH-Measurement-SOP-4-2022-1.pdf
L_MODV2_SOIL_KBRATIO_001,SOIL,K:B ratio,KBRATIO,,,,,,,,,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_KBRATIO_002,SOIL,K:B ratio,KBRATIO,Mehlich 3 ,MEHLICH_3,,,,,ICP,ICP,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_KMGRATIO_001,SOIL,K:Mg ratio,KMGRATIO,Alcohol Prewash/Ammonium Acetate,ALCOHOL_PREWASH_AMMONIUM_ACETATE,,1:20,m/v,15 min,ICP-OES,ICP-OES,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,USDA,Soil Survey Laboratory Methods Manual #42 ver 4 (2004)
L_MODV2_SOIL_KMGRATIO_002,SOIL,K:Mg ratio,KMGRATIO,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_KMGRATIO_003,SOIL,K:Mg ratio,KMGRATIO,Ammonium Chloride/Barium Chloride,AMMONIUM_CHLORIDE_BARIUM_CHLORIDE,NH4Cl/BaCl2,,m/v,,ICP-OES,ICP-OES,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_KMGRATIO_004,SOIL,K:Mg ratio,KMGRATIO,,,,,,,Calculation,CALCULATION,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_KNARATIO_001,SOIL,K:Na ratio,KNARATIO,Mehlich 3 ,MEHLICH_3,,,,,ICP,ICP,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_KNARATIO_002,SOIL,K:Na ratio,KNARATIO,,,,,,,Calculation,CALCULATION,MEASURED,ratio,ratio,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_PB_001,SOIL,lead,PB,Aqua Regia,AQUA_REGIA,Aqua Regia (3:1 mixture of hydrochloric (HCl) and nitric (HNO3) acids),1:10,m/v,20 min,ICP-OES / ICP-MS,ICP-OES_ICP-MS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,ISO,ISO standard 11466 or EPA 3051A
L_MODV2_SOIL_PB_002,SOIL,lead,PB,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_PB_003,SOIL,lead,PB,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_PB_004,SOIL,lead,PB,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_PB_005,SOIL,lead,PB,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_PB_006,SOIL,lead,PB,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_PB_007,SOIL,lead,PB,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_PB_008,SOIL,lead,PB,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_PB_009,SOIL,lead,PB,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,
L_MODV2_SOIL_LINDEX_001,SOIL,lime index,LINDEX,Soil Characteristics Regression,SOIL_CHARACTERISTICS_REGRESSION,,,,,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_001,SOIL,lime recommendation,LREC,Adams-Evans buffer,ADAMS-EVANS_BUFFER,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_002,SOIL,lime recommendation,LREC,"Adams-Evans, Modified",ADAMS-EVANS_MODIFIED,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_003,SOIL,lime recommendation,LREC,Mehlich buffer,MEHLICH_BUFFER,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_004,SOIL,lime recommendation,LREC,Modified Woodruff buffer,MODIFIED_WOODRUFF_BUFFER,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_005,SOIL,lime recommendation,LREC,Sikora 1 buffer,SIKORA_1_BUFFER,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_006,SOIL,lime recommendation,LREC,Sikora 2 buffer,SIKORA_2_BUFFER,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_007,SOIL,lime recommendation,LREC,SMP,SMP,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_008,SOIL,lime recommendation,LREC,Titratable Acidity,TITRATABLE_ACIDITY,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LREC_009,SOIL,lime recommendation,LREC,Woodruff,WOODRUFF,,,,,Calculation,CALCULATION,MEASURED,tons/ac,ton1ac-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_LI_001,SOIL,lithium,LI,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_MG_001,SOIL,magnesium,MG,Alcohol Prewash/Ammonium Acetate,ALCOHOL_PREWASH_AMMONIUM_ACETATE,,,,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_MG_002,SOIL,magnesium,MG,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_MG_003,SOIL,magnesium,MG,Ammonium Chloride,AMMONIUM_CHLORIDE,NH4Cl,,m/v,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_004,SOIL,magnesium,MG,Ammonium Chloride,AMMONIUM_CHLORIDE,NH4Cl w/ prewash,,m/v,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_005,SOIL,magnesium,MG,Ammonium Chloride/Barium Chloride,AMMONIUM_CHLORIDE_BARIUM_CHLORIDE,NH4Cl/BaCl2,,m/v,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_006,SOIL,magnesium,MG,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_MG_007,SOIL,magnesium,MG,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,
L_MODV2_SOIL_MG_008,SOIL,magnesium,MG,Slurry,SLURRY,Deionized Water,1:01,m/v,,ICP-OES,ICP-OES,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_009,SOIL,magnesium,MG,Slurry,SLURRY,Deionized Water ,1:20,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_010,SOIL,magnesium,MG,Slurry,SLURRY,Deionized Water,1:05,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_MG_011,SOIL,magnesium,MG,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_MG_012,SOIL,magnesium,MG,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_MG_013,SOIL,magnesium,MG,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_MG_014,SOIL,magnesium,MG,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_MG_015,SOIL,magnesium,MG,H3A-1,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523."
L_MODV2_SOIL_MG_016,SOIL,magnesium,MG,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_MG_017,SOIL,magnesium,MG,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,m/v,Varies,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_MG_018,SOIL,magnesium,MG,Lancaster,LANCASTER,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4"
L_MODV2_SOIL_MG_019,SOIL,magnesium,MG,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
